NAME, SALARY
Kobe Bryant, $25244493
Kevin Garnett, $21247044
Tim Duncan, $21164619
Rashard Lewis, $21136631
Dirk Nowitzki, $19092873
Pau Gasol, $18714150
Carmelo Anthony, $18518574
Amar'e Stoudemire, $18217705
Elton Brand, $18160355
Dwight Howard, $18091770
NAME, SALARY
Joe Johnson, $18038573
Andrei Kirilenko, $17823000
Chris Bosh, $17545000
LeBron James, $17545000
Chris Paul, $16359805
Deron Williams, $16359805
Dwyane Wade, $15691000
Kevin Durant, $15506632
Paul Pierce, $15333334
Zach Randolph, $15200000
NAME, SALARY
Antawn Jamison, $15076715
Rudy Gay, $15032144
Brandon Roy, $15032144
Al Jefferson, $15000000
Andrew Bynum, $14900000
Andre Iguodala, $14718250
Manu Ginobili, $14107492
Chris Kaman, $14030000
LaMarcus Aldridge, $14000000
Carlos Boozer, $13500000
NAME, SALARY
Tyson Chandler, $13107837
Nene Hilario, $13000000
Marc Gasol, $12922194
Emeka Okafor, $12642500
Tony Parker, $12500000
Al Horford, $12498483
Josh Smith, $12400000
Luol Deng, $12325000
Danny Granger, $12015904
Andrew Bogut, $12000000
NAME, SALARY
Joakim Noah, $12000000
Steve Nash, $11689062
David Lee, $11610000
Ben Gordon, $11600000
Kevin Martin, $11519840
Marcus Camby, $11227250
Jason Terry, $11158000
Hedo Turkoglu, $11015850
Monta Ellis, $11000000
Mehmet Okur, $10890000
NAME, SALARY
Jose Calderon, $10561982
Corey Maggette, $10262069
Jason Kidd, $10121000
DeAndre Jordan, $10079404
Rajon Rondo, $10045454
David West, $10000000
Ray Allen, $10000000
Gerald Wallace, $9500000
Cuttino Mobley, $9500000
Devin Harris, $9319000
NAME, SALARY
Richard Jefferson, $9282000
Andris Biedrins, $9000000
Lamar Odom, $8900000
Paul Millsap, $8603633
Jameer Nelson, $8600000
Luis Scola, $8591793
Carl Landry, $8500000
Rodney Stuckey, $8500000
Mo Williams, $8500000
John Salmons, $8083000
NAME, SALARY
Thaddeus Young, $8039130
Shawn Marion, $8022449
Caron Butler, $8000000
Kirk Hinrich, $8000000
Kris Humphries, $8000000
Mark Blount, $7967375
Andre Miller, $7807728
Arron Afflalo, $7750000
Anderson Varejao, $7700000
Brendan Haywood, $7624500
NAME, SALARY
Leandro Barbosa, $7600000
James Posey, $7595600
Raymond Felton, $7560000
Charlie Villanueva, $7540000
Marcus Thornton, $7525000
Marvin Williams, $7500000
Tyrus Thomas, $7305785
Marcin Gortat, $7258960
Kendrick Perkins, $7123626
Marko Jaric, $7100000
NAME, SALARY
Samuel Dalembert, $7000000
Derrick Rose, $6993708
Beno Udrih, $6925400
DeSagana Diop, $6925400
Metta World Peace, $6790640
Trevor Ariza, $6790640
Kwame Brown, $6750000
JJ Redick, $6750000
Morris Peterson, $6665000
Andres Nocioni, $6650000
NAME, SALARY
Mike Conley, $6611571
Jerome James, $6600000
Wesley Matthews, $6505320
Grant Hill, $6500000
Josh Childress, $6500000
Andray Blatche, $6442083
Rasheed Wallace, $6322320
Glen Davis, $6300000
Tayshaun Prince, $6292135
Michael Beasley, $6262347
NAME, SALARY
Al Harrington, $6226200
Drew Gooden, $6226200
Jermaine O'Neal, $6226200
Francisco Garcia, $6100000
Channing Frye, $6000000
Amir Johnson, $6000000
Luke Walton, $5971363
Kyle Lowry, $5750000
Blake Griffin, $5731080
O.J. Mayo, $5632637
NAME, SALARY
Nenad Krstic, $5543116
John Wall, $5530080
Wilson Chandler, $5516664
Chuck Hayes, $5486250
Sasha Vujacic, $5475113
Mike Miller, $5400000
Jason Richardson, $5395000
Evan Turner, $5293080
Martell Webster, $5256000
Tyreke Evans, $5251825
NAME, SALARY
Antonio McDyess, $5220000
Speedy Claxton, $5209454
Louis Williams, $5176000
Kyrie Irving, $5144280
Hasheem Thabeet, $5127720
Russell Westbrook, $5082416
Jamal Crawford, $5000000
Luc Richard Mbah a Moute, $5000000
Jarrett Jack, $5000000
Jason Maxiell, $5000000
NAME, SALARY
Kyle Korver, $5000000
Marcus Banks, $4847586
Darius Songaila, $4818000
Darko Milicic, $4776500
Derrick Favors, $4753320
Brad Miller, $4752000
Zaza Pachulia, $4750000
Ronnie Brewer, $4710000
Kevin Love, $4609701
James Harden, $4604760
NAME, SALARY
Derrick Williams, $4602720
Linas Kleiza, $4600000
Nikola Pekovic, $4503600
Jonas Jerebko, $4500000
Jeff Green, $4455988
Daniel Gibson, $4403834
Enes Kanter, $4319280
J.J. Barea, $4300000
Ramon Sessions, $4257973
Jared Dudley, $4250000
NAME, SALARY
Randy Foye, $4250000
Brandon Bass, $4250000
Chris Andersen, $4234000
Danilo Gallinari, $4190182
Bruce Bowen, $4100000
Charlie Bell, $4099920
Greg Buckner, $4080915
Udonis Haslem, $4060000
Spencer Hawes, $4051024
Wesley Johnson, $4006080
NAME, SALARY
Jordan Farmar, $4000000
Mario Chalmers, $4000000
Ryan Gomes, $4000000
Tiago Splitter, $3944000
Matt Carroll, $3900000
DeMarcus Cousins, $3880800
Eric Gordon, $3831184
Dorell Wright, $3823000
Nazr Mohammed, $3750000
Mike Dunleavy, $3750000
NAME, SALARY
Tristan Thompson, $3726600
C.J. Miles, $3700000
Joel Anthony, $3700000
Nick Young, $3695857
Luke Ridnour, $3680000
Matt Bonner, $3630000
Carlos Delfino, $3500000
Shannon Brown, $3500000
Shaun Livingston, $3500000
Ricky Rubio, $3480120
NAME, SALARY
Raja Bell, $3480000
Jonny Flynn, $3414720
C.J. Watson, $3400000
Marco Belinelli, $3377604
DeMar DeRozan, $3344250
Timofey Mozgov, $3343896
Daequan Cook, $3341558
Thabo Sefolosha, $3300000
Ekpe Udoh, $3294960
Nick Collison, $3272997
NAME, SALARY
Will Bynum, $3250000
Chris Duhon, $3250000
Johan Petro, $3250000
D.J. Augustin, $3236470
Tony Allen, $3150000
Shawne Williams, $3135000
Shane Battier, $3135000
Stephen Curry, $3117120
Brook Lopez, $3076983
Jan Vesely, $3065040
NAME, SALARY
Corey Brewer, $3059000
Jerryd Bayless, $3042280
Greg Monroe, $3007920
Jason Thompson, $3001284
Josh McRoberts, $3000000
Vince Carter, $3000000
Travis Outlaw, $3000000
Chris Wilcox, $3000000
Brandon Rush, $2956658
Anthony Randolph, $2911231
NAME, SALARY
Robin Lopez, $2862602
Julian Wright, $2858057
Jordan Hill, $2855760
Mark Madsen, $2840000
James Johnson, $2812006
Bismack Biyombo, $2798040
Lou Amundson, $2763450
Al-Farouq Aminu, $2755560
Eduardo Najera, $2750000
Marreese Speights, $2721255
NAME, SALARY
Gordon Hayward, $2709720
Dahntay Jones, $2700000
David Andersen, $2685185
Jrue Holiday, $2674852
Roy Hibbert, $2588590
Brandon Knight, $2563320
Ersan Ilyasova, $2541000
Reggie Williams, $2500000
DeShawn Stevenson, $2500000
Brandon Jennings, $2493720
NAME, SALARY
JaVale McGee, $2462400
Quentin Richardson, $2446200
Paul George, $2406240
Ricky Davis, $2400000
Kemba Walker, $2356320
JJ Hickson, $2354537
Jimmer Fredette, $2339040
J.R. Smith, $2338709
Derek Fisher, $2329545
Cole Aldrich, $2286000
NAME, SALARY
Gerald Henderson, $2250600
Anthony Parker, $2250000
Keyon Dooling, $2246400
Ben Wallace, $2246400
Ryan Anderson, $2244601
Courtney Lee, $2225093
Ed Davis, $2207040
Kosta Koufos, $2203792
Rudy Fernandez, $2180443
Xavier Henry, $2171640
NAME, SALARY
Nicolas Batum, $2155365
Josh Howard, $2150000
Tyler Hansbrough, $2138040
Klay Thompson, $2126520
Alec Burks, $2111160
Goran Dragic, $2108000
Anthony Johnson, $2062800
Brent Barry, $2062800
Anthony Tolliver, $2050000
Darrell Arthur, $2027119
NAME, SALARY
Aaron Brooks, $2016692
Markieff Morris, $2005560
D.J. White, $2001167
Chauncey Billups, $2000032
Earl Watson, $2000000
Dante Cunningham, $2000000
Rasho Nesterovic, $1990000
Patrick Patterson, $1959960
Austin Daye, $1929600
Matt Barnes, $1906200
NAME, SALARY
Luke Babbitt, $1892280
Larry Sanders, $1861920
Omer Asik, $1857500
Dikembe Mutombo, $1823280
Marcus Morris, $1823280
Kawhi Leonard, $1809840
Keith Bogans, $1728000
Nikola Vucevic, $1719480
Kevin Seraphin, $1680360
Donte Greene, $1679914
NAME, SALARY
Renaldo Balkman, $1675000
Ty Lawson, $1654440
Eric Bledsoe, $1596360
Jeff Teague, $1579920
Sebastian Telfair, $1567500
Gustavo Ayon, $1567500
Iman Shumpert, $1563120
George Hill, $1540493
Avery Bradley, $1524480
Eric Maynor, $1516680
NAME, SALARY
Jeff Ayres, $1500000
Greg Oden, $1500000
Gary Forbes, $1500000
James Jones, $1500000
Chris Singleton, $1485000
Alexis Ajinca, $1467840
Darren Collison, $1455960
Elliot Williams, $1442880
Tobias Harris, $1418160
Craig Brackins, $1404960
NAME, SALARY
James Anderson, $1402540
Zydrunas Ilgauskas, $1399507
Eddie House, $1399507
Nolan Smith, $1365720
Kurt Thomas, $1352181
Jamaal Tinsley, $1352181
Shaquille O'Neal, $1352181
Roko-Leni Ukic, $1350000
Omri Casspi, $1341960
Hamed Haddadi, $1300000
NAME, SALARY
Trevor Booker, $1294920
Byron Mullens, $1288200
Serge Ibaka, $1288200
Kenneth Faried, $1254720
Damion James, $1243080
Rodrigue Beaubois, $1236720
Brian Cook, $1223166
Royal Ivey, $1200000
Taj Gibson, $1195680
Dominique Jones, $1193280
NAME, SALARY
Sam Young, $1184750
Earl Clark, $1160000
Reggie Jackson, $1156320
Wayne Ellington, $1154040
Quincy Pondexter, $1153800
Toney Douglas, $1145640
Jordan Hamilton, $1121520
Jordan Crawford, $1120440
Greivis Vasquez, $1113600
Stephen Graham, $1106941
NAME, SALARY
Joey Graham, $1106941
Daniel Orton, $1105560
Christian Eyenga, $1097520
Lazar Hayward, $1097520
Norris Cole, $1082520
Cory Joseph, $1074720
Alando Tucker, $1071720
Von Wafer, $1069509
MarShon Brooks, $1063865
Stephen Jackson, $1059750
NAME, SALARY
DeJuan Blair, $1054000
JaJuan Johnson, $1042320
Quinton Ross, $1033342
Jawad Williams, $1029389
Earl Barron, $1027424
Jimmy Butler, $1020960
Jeremy Pargo, $1000000
Jon Brockman, $1000000
Shavlik Randolph, $992680
John Lucas III, $915852
NAME, SALARY
Brandan Wright, $915852
Ian Mahinmi, $915852
Henry Walker, $885120
Alexander Johnson, $885120
DeMarre Carroll, $885120
Pops Mensah-Bonsu, $885120
Salim Stoudamire, $884881
Patrick Ewing Jr., $884293
Anthony Roberson, $855189
Marcus Haislip, $855189
NAME, SALARY
Quincy Douby, $855189
Tarence Kinsey, $855189
Kenny Thomas, $854389
Josh Davis, $854389
Kyle Weaver, $854389
Luke Jackson, $854389
Derrick Byars, $854389
Damien Wilkins, $854389
Javaris Crittenton, $854389
Jannero Pargo, $854389
NAME, SALARY
Darius Miles, $854389
Chase Budinger, $854389
Etan Thomas, $854389
Chandler Parsons, $850000
Solomon Alabi, $830000
Michael Redd, $826828
Desmond Mason, $825497
Paul Davis, $825497
Ryan Bowen, $825497
Kevin Ollie, $825497
NAME, SALARY
Jason Hart, $825497
Gabe Pruitt, $825497
Lance Stephenson, $810000
Tyler Honeycutt, $809875
Chris Quinn, $804131
Sean Marks, $799105
Ike Diogu, $792377
Solomon Jones, $792377
Robert Vaden, $788872
Marcus Cousin, $788872
NAME, SALARY
Da'Sean Butler, $788872
Andy Rautins, $788872
Zabian Dowdell, $788872
Terrico White, $788872
Pape Sy, $788872
Magnum Rolle, $788872
Nate Robinson, $785487
Jermaine Taylor, $780871
Yi Jianlian, $771706
Tony Gaffney, $762195
NAME, SALARY
Hamady Ndiaye, $762195
Taylor Griffin, $762195
Jeremy Lin, $762195
Landry Fields, $762195
Luke Harangody, $762195
Chris Johnson, $762195
Samardo Samuels, $762195
Isaiah Thomas, $762195
Dexter Pittman, $762195
Mike Taylor, $736420
NAME, SALARY
Joe Crawford, $736420
Sun Yue, $736420
Walter Sharpe, $736420
Dontell Jefferson, $736420
DeMarcus Nelson, $736420
Othello Hunter, $736420
Ime Udoka, $708640
Mike Wilks, $679821
Brian Skinner, $668434
Allen Iverson, $650686
NAME, SALARY
Jeremy Tyler, $650000
Acie Law, $633253
Josh Selby, $550000
Trey Thompkins, $535000
Erick Dampier, $530547
Jason Williams, $524964
Ish Smith, $522472
Travis Leslie, $500000
Malcolm Lee, $500000
Ryan Reid, $475000
NAME, SALARY
Pooh Jeter, $473604
Stanley Robinson, $473604
Charles Jenkins, $473604
Cory Higgins, $473604
Sherron Collins, $473604
Shelvin Mack, $473604
Jordan Williams, $473604
Brian Zoubek, $473604
Greg Smith, $473604
Justin Harper, $473604
NAME, SALARY
Carldell Johnson, $473604
Marcus Landry, $457588
Trey Gilder, $457588
Deron Washington, $457588
Kyrylo Fesenko, $435000
Joel Przybilla, $420304
Gerald Green, $413413
Peja Stojakovic, $402065
Walker Russell, $374300
Ronny Turiaf, $319128
NAME, SALARY
Lance Thomas, $305551
Kelenna Azubuike, $280192
Gilbert Arenas, $261829
Terrence Williams, $254938
Manny Harris, $252016
Ryan Hollins, $248048
Boris Diaw, $241158
Bobby Simmons, $234268
Mustafa Shakur, $226162
Earl Boykins, $220487
NAME, SALARY
Mike James, $220487
Alan Anderson, $213597
Patty Mills, $213517
Al Thornton, $211084
Travis Diener, $208802
Leon Powe, $201033
Cartier Martin, $199816
Carlos Arroyo, $196007
Ben Uzoh, $190548
Donald Sloan, $160414
NAME, SALARY
Courtney Fortson, $156595
James Singleton, $151585
Mickell Gladness, $137498
Blake Ahearn, $117134
Armon Johnson, $104494
Jamario Moon, $96017
Garrett Temple, $80703
Morris Almond, $75793
Mikki Moore, $75793
Dan Gadzuric, $69393
NAME, SALARY
Jerome Dyson, $64930
Diamon Simpson, $57291
Darryl Watkins, $55321
Sean Williams, $49966
Lester Hudson, $48232
Cedric Jackson, $40375
Jeff Foote, $38194
Othyus Jeffers, $35868
D.J. Kennedy, $22916
Larry Owens, $22287
NAME, SALARY
Mario West, $20103
Xavier Silas, $11458
