NAME, SALARY
Kevin Garnett, $22400000
Shaquille O'Neal, $21428000
Alonzo Mourning, $18756000
Juwan Howard, $18750000
Scottie Pippen, $18083000
Karl Malone, $17500000
Rasheed Wallace, $14400000
Dikembe Mutombo, $14315000
Gary Payton, $12926000
Shawn Kemp, $12770000
NAME, SALARY
Chris Webber, $12750000
Damon Stoudamire, $12375000
Reggie Miller, $12045000
Antonio McDyess, $11700000
Ray Allen, $11250000
Latrell Sprewell, $11250000
Antoine Walker, $11250000
Stephon Marbury, $11250000
Antonio Davis, $11000000
Tim Duncan, $10865000
NAME, SALARY
Tracy McGrady, $10865000
Grant Hill, $10865000
Michael Finley, $10625000
Vlade Divac, $10444000
Tom Gugliotta, $10113000
Eddie Jones, $10080000
Brian Grant, $10009000
Allan Houston, $10000000
Tim Thomas, $9675000
David Robinson, $9500000
NAME, SALARY
Terrell Brandon, $9250000
Nick Van Exel, $9093000
Steve Smith, $9000000
Glenn Robinson, $8990000
Glen Rice, $8800000
Derrick Coleman, $8710000
Theo Ratliff, $8593000
Jason Kidd, $8440000
Kenny Anderson, $8350000
Matt Geiger, $8142000
NAME, SALARY
Toni Kukoc, $8050000
John Stockton, $8000000
Elden Campbell, $7975000
Clifford Robinson, $7656000
Kerry Kittles, $7167000
Dale Davis, $7010000
Jamal Mashburn, $6975000
Greg Ostertag, $6933000
Tyrone Hill, $6600000
Bo Outlaw, $6555000
NAME, SALARY
Charles Oakley, $6545000
Donyell Marshall, $6510000
Alan Henderson, $6500000
Derek Anderson, $6495000
P.J. Brown, $6404000
Jermaine O'Neal, $6325000
Austin Croshere, $6310000
Wesley Person, $6300000
Marcus Camby, $6250000
Erick Dampier, $6235000
NAME, SALARY
Ron Mercer, $6066000
Kelvin Cato, $6048000
Derrick McKey, $6000000
Steve Nash, $5750000
Isaac Austin, $5695000
Shandon Anderson, $5500000
Jerry Stackhouse, $5500000
Lorenzen Wright, $5500000
Nick Anderson, $5401000
Mookie Blaylock, $5400000
NAME, SALARY
Chris Mills, $5400000
Alvin Williams, $5350000
Robert Horry, $5300000
Eddie Robinson, $5205000
Chris Childs, $5200000
Bryon Russell, $5142000
Charlie Ward, $5110000
Tariq Abdul-Wahad, $5062000
Hakeem Olajuwon, $5061000
Jerome Williams, $5000000
NAME, SALARY
Walt Williams, $5000000
Bob Sura, $4913000
Jason Caffey, $4812000
Howard Eisley, $4781000
Vitaly Potapenko, $4762000
Brent Barry, $4680000
Michael Olowokandi, $4662000
Scott Williams, $4650000
Calvin Booth, $4539000
Joe Smith, $4538000
NAME, SALARY
Anthony Mason, $4538000
Avery Johnson, $4538000
Brevin Knight, $4500000
Ben Wallace, $4500000
Eric Williams, $4448000
Danny Fortson, $4441000
Christian Laettner, $4421000
Kurt Thomas, $4413000
Jahidi White, $4413000
Rashard Lewis, $4413000
NAME, SALARY
Cuttino Mobley, $4412000
Brad Miller, $4400000
Adonal Foyle, $4400000
Scot Pollard, $4344000
Voshon Lenard, $4252000
Mike Bibby, $4174000
Shawn Bradley, $4155000
Darrell Armstrong, $4130000
Corliss Williamson, $4000000
Aaron McKie, $4000000
NAME, SALARY
Sam Cassell, $4000000
Greg Anthony, $3940000
Elton Brand, $3882000
Mark Jackson, $3860000
Michael Stewart, $3840000
Kenyon Martin, $3801000
