NAME, SALARY
Danny Fortson, $4935000
Raef LaFrentz, $4926000
Kurt Thomas, $4904000
Cuttino Mobley, $4903000
Jahidi White, $4903000
Rashard Lewis, $4903000
Elton Brand, $4895000
Scot Pollard, $4827000
Brad Miller, $4800000
Shawn Bradley, $4675000
NAME, SALARY
Darrell Armstrong, $4506000
Corliss Williamson, $4500000
Aaron McKie, $4500000
Sam Cassell, $4500000
Antawn Jamison, $4469000
Adonal Foyle, $4400000
Steve Francis, $4383000
Mark Jackson, $4220000
Rick Fox, $4170000
Michael Stewart, $4160000
NAME, SALARY
Eric Snow, $4125000
Kenyon Martin, $4067000
Ervin Johnson, $4030000
Tony Battie, $4000000
Travis Knight, $4000000
Kwame Brown, $3974000
Baron Davis, $3942000
Zeljko Rebraca, $3850000
Tim Hardaway, $3780000
Tracy Murray, $3740000
NAME, SALARY
Robert Traylor, $3726000
Stromile Swift, $3656000
Anthony Carter, $3656000
David Wesley, $3600000
Chucky Atkins, $3600000
Moochie Norris, $3600000
Marc Jackson, $3575000
Lamar Odom, $3557000
Jason Williams, $3425000
Antonio Daniels, $3375000
NAME, SALARY
LaPhonso Ellis, $3300000
Lawrence Funderburke, $3300000
Darius Miles, $3267000
Andrew DeClercq, $3263000
Jonathan Bender, $3226000
Anthony Peeler, $3220000
Pau Gasol, $3194000
Jon Barry, $3175000
Larry Hughes, $3159000
Evan Eschmeyer, $3104000
NAME, SALARY
Derek Fisher, $3000000
Lindsey Hunter, $3000000
Chris Whitney, $2962000
Marcus Fizer, $2946000
Wally Szczerbiak, $2933000
Dirk Nowitzki, $2923000
Mikki Moore, $2813000
Paul Pierce, $2793000
Bonzi Wells, $2777000
Matt Maloney, $2775000
NAME, SALARY
Michael Doleac, $2753000
Chris Crawford, $2750000
Keon Clark, $2726000
Bimbo Coles, $2700000
Randy Brown, $2700000
Othella Harrington, $2700000
Bobby Jackson, $2700000
Michael Dickerson, $2699000
Richard Hamilton, $2681000
Mike Miller, $2668000
NAME, SALARY
Matt Harpring, $2667000
Horace Grant, $2662000
Sean Rooks, $2640000
Lucious Harris, $2640000
Hubert Davis, $2631000
Steve Kerr, $2625000
Michael Curry, $2600000
George Lynch, $2600000
Andre Miller, $2460000
Rasho Nesterovic, $2436000
NAME, SALARY
Stacey Augmon, $2400000
John Amaechi, $2393000
Shane Battier, $2368000
Shawn Marion, $2265000
Pat Garrity, $2238000
Chris Mihm, $2222000
Eddie Griffin, $2162000
Ricky Davis, $2156000
Jason Terry, $2153000
Brian Skinner, $2148000
NAME, SALARY
Al Harrington, $2110000
Corey Maggette, $2069000
Jamal Crawford, $2026000
Shammond Williams, $1987000
DeSagana Diop, $1980000
Metta World Peace, $1904000
Tyronn Lue, $1885000
Joel Przybilla, $1862000
Rodney White, $1821000
Keyon Dooling, $1769000
NAME, SALARY
Joe Johnson, $1729000
James Posey, $1723000
Jerome Moiso, $1681000
Danny Manning, $1650000
Kedrick Brown, $1643000
Tony Massenburg, $1636000
Etan Thomas, $1605000
Dion Glover, $1584000
Jeff Foster, $1571000
Vladimir Radmanovic, $1561000
NAME, SALARY
Kenny Thomas, $1557000
Devean George, $1542000
Samaki Walker, $1540000
Courtney Alexander, $1524000
Richard Jefferson, $1482000
Mateen Cleaves, $1441000
Jumaine Jones, $1419000
Scott Padgett, $1410000
Troy Murphy, $1409000
Brian Shaw, $1400000
NAME, SALARY
Corie Blount, $1400000
Monty Williams, $1400000
Jason Collier, $1376000
Hedo Turkoglu, $1300000
Bryce Drew, $1300000
Kirk Haston, $1271000
Desmond Mason, $1235000
Michael Bradley, $1208000
Quentin Richardson, $1174000
Jason Collins, $1147000
NAME, SALARY
Jamaal Magloire, $1126000
Don Reid, $1100000
Danny Ferry, $1100000
Mark Bryant, $1100000
Zach Randolph, $1096000
Speedy Claxton, $1081000
Morris Peterson, $1033000
Michael Jordan, $1030000
Joseph Forte, $1009000
Kevin Willis, $1000000
NAME, SALARY
Donnell Harvey, $992000
Jeryl Sasser, $969000
DeShawn Stevenson, $956000
Brandon Armstrong, $930000
Dalibor Bagaric, $914000
Andrei Kirilenko, $893000
Jake Tsakalidis, $877000
Mamadou N'diaye, $852000
Bruce Bowen, $824000
Cherokee Parks, $824000
NAME, SALARY
Emanual Davis, $824000
Mark Madsen, $817000
Jamaal Tinsley, $805000
Primoz Brezec, $805000
Tony Parker, $800000
Milt Palacio, $749000
Gerald Wallace, $714000
Jacque Vaughn, $700000
Earl Boykins, $700000
Vladimir Stepania, $637000
NAME, SALARY
Mark Blount, $637000
Amal McCaskill, $612000
Charles Smith, $612000
Stephen Jackson, $587000
Jake Voskuhl, $587000
Ryan Bowen, $587000
Olumide Oyedeji, $587000
Predrag Drobnjak, $526000
Trenton Hassell, $512000
Damone Brown, $512000
NAME, SALARY
Gilbert Arenas, $512000
Jeff Trepagnier, $512000
Brian Scalabrine, $512000
